鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
三重區,房地(土地+建物)+車位,新北市三重區自強路五段８６號六樓,22.7,住,,,1101011,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961122,150.31,3,2,2,有,有,18980000,126272,坡道平面,31.39,0,,RPUOMLNKKIGGFGF38DA,76.2,8.7,0.0,有,
三重區,房地(土地+建物),新北市三重區中正北路１７６巷２７號,14.85,住,,,1101102,土地1建物1車位0,一層，騎樓,七層,華廈(10層含以下有電梯),其他,鋼筋混凝土造,1021008,77.08,0,0,0,無,無,13450000,174494,,0.0,0,其他增建；,RPUPMLTJKIGGFGF98DA,45.2,0.0,0.0,有,0494
三重區,房地(土地+建物),新北市三重區大同南路１０３之２號三樓,19.35,商,,,1101109,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0601221,76.05,2,1,1,有,無,6700000,88100,,0.0,0,,RPRNMLMKKIGGFGF87DA,76.05,0.0,0.0,無,0495
中和區,房地(土地+建物),新北市中和區廣福路５６巷２弄１３號二樓,36.73,住,,,1100920,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,Ｒ．Ｃ造,0641210,106.67,4,2,1,有,無,10880000,101997,,0.0,0,,RPPQMLPKIIGGFHF18DA,86.64,20.03,0.0,無,
蘆洲區,土地,保新段231地號,225.44,農,,,1101125,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,26325200,116773,,0.0,0,,RPWQMLPKKIGGFGF98DA,0.0,0.0,0.0,無,0496
三重區,土地,光興段805地號,3.21,商,,,1101203,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,912000,284112,,0.0,0,,RPVOMLQKKIGGFGF78DA,0.0,0.0,0.0,無,0497
三重區,房地(土地+建物)+車位,新北市三重區重新路一段５３號三樓,24.03,商,,,1101021,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080307,238.11,3,2,2,有,有,34880000,175482,坡道平面,51.88,2200000,,RPTPMLQKKIGGFGF68DA,112.13,11.33,0.0,有,
三重區,房地(土地+建物),新北市三重區捷運路１１號十七樓之三,10.89,住,,,1101007,土地1建物1車位0,十七層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0860616,150.54000000000002,3,2,2,有,有,20450000,135844,,0.0,0,,RPWOMLPKKIGGFGF78DA,109.89,19.6,0.0,有,
蘆洲區,房地(土地+建物),新北市蘆洲區信義路１８８巷２弄４號三樓,24.74,住,,,1101119,土地1建物1車位0,三層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690905,105.0,3,2,2,有,無,8800000,83810,,0.0,0,,RPUWMLOKKIGGFGF66DA,105.0,0.0,0.0,無,
三重區,房地(土地+建物),新北市三重區朝陽街２７號九樓,24.1,住,,,1100929,土地1建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030806,214.72000000000003,4,2,2,有,有,31170000,145166,,0.0,0,,RPXTMLNKKIGGFGF56DA,123.78,18.15,0.0,有,
三重區,房地(土地+建物),新北市三重區永福街１１１巷２６號,21.25,住,,,1101103,土地1建物1車位0,一層，平台，騎樓,四層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0670204,74.0,2,2,1,有,無,11000000,148649,,0.0,0,其他增建；,RPQUMLNKKIGGFGF58DA,74.0,0.0,0.0,無,
三重區,房地(土地+建物),新北市三重區仁愛街３５７巷５１號,24.33,住,,,1100705,土地1建物1車位0,一層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,0590211,59.02,0,0,0,無,無,3970000,67265,,0.0,0,賣方稅費全由買方負擔。,RPTUMLNKKIGGFGF88DA,59.02,0.0,0.0,無,
中和區,房地(土地+建物)+車位,新北市中和區大勇街１０６號十三樓,26.36,,,,1101105,土地2建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1010116,157.89,3,2,2,有,有,26000000,164672,坡道機械,27.7,0,,RPXQMLNJKIGGFHF88DA,84.73,7.64,0.0,有,0498
永和區,土地,樂華段715地號,48.78,都市：其他:住宅區,,,1101209,土地9建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12880000,264043,,0.0,0,包含公共設施保留地用地；,RPSQMLRJKIGGFHF78DA,0.0,0.0,0.0,無,0499
中和區,土地,灰?段618-2地號,556.8,農,,,1101122,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,19369450,34787,,0.0,0,,RPVPMLNKKIGGFHF68DA,0.0,0.0,0.0,無,0500
中和區,房地(土地+建物)+車位,新北市中和區中安街７６號四樓,29.16,住,,,1101007,土地1建物2車位2,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830729,275.13,7,2,3,有,有,41680000,151492,坡道機械,0.0,0,,RPSQMLOKKIGGFHF58DA,185.26,26.46,0.0,有,
永和區,房地(土地+建物)+車位,新北市永和區保順路３７巷５弄８號二樓,18.72,住,,,1101114,土地1建物1車位1,二層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860304,130.56,3,2,2,有,有,17800000,136336,坡道機械,0.0,0,,RPWRMLSJKIGGFHF76DA,78.76,11.13,0.0,有,
中和區,土地,莊敬段438地號,117.7,都市：其他:河道用地,,,1101020,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8000000,67969,,0.0,0,包含公共設施保留地用地；,RPSSMLTJKIGGFHF56DA,0.0,0.0,0.0,無,
中和區,房地(土地+建物)+車位,新北市中和區廣福路８３號六樓,20.48,住,,,1101123,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1020826,165.13,3,2,2,有,有,25500000,154424,坡道機械,21.85,0,,RPXSMLPKKIGGFHF76DA,87.54,12.84,0.0,有,0501
永和區,房地(土地+建物),新北市永和區成功路一段１３１號,17.15,住,,,1101111,土地1建物1車位0,一層，平台，騎樓,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0671129,76.72,0,0,1,有,無,18800000,245047,,0.0,0,,RPPTMLPKKIGGFHF68DA,76.72,0.0,0.0,無,
永和區,房地(土地+建物),新北市永和區秀朗路一段１３５巷２２號十樓,4.34,商,,,1101124,土地2建物1車位0,十層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0821015,42.3,1,1,1,有,有,6800000,160757,,0.0,0,,RPXTMLPKKIGGFHF86DA,28.52,8.39,0.0,有,
中和區,房地(土地+建物),新北市中和區景平路４２３號二樓,25.02,住,,,1101027,土地4建物1車位0,二層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681005,79.43,3,2,1,有,無,8300000,104495,,0.0,0,陽台外推；其他增建；,RPUTMLOKKIGGFHF09DA,79.43,0.0,0.0,無,
永和區,房地(土地+建物),新北市永和區秀朗路二段１９６巷３號五樓,28.79,都市：其他:住宅區,,,1101008,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770203,126.67,7,0,6,有,無,14000000,110523,,0.0,0,頂樓加蓋；,RPRWMLOKKIGGFHF09DA,102.51,14.26,0.0,無,0502
三峽區,房地(土地+建物)+車位,新北市三峽區中山路３９８號九樓,37.14,都市：其他:,一般農業區,甲種建築用地,1101110,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090316,152.36,3,2,2,有,有,13000000,85324,坡道平面,36.32,0,,RPXRMLMKJIGGFIF98DA,67.21,9.8,0.0,有,0503
樹林區,房地(土地+建物),新北市樹林區大慶街７９號三樓,21.8,,山坡地保育區,丙種建築用地,1101104,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0711106,72.69,2,1,1,有,無,3600000,49525,,0.0,0,,RPOSMLMKJIGGFIF18DA,63.99,8.7,0.0,無,
鶯歌區,房地(土地+建物),新北市鶯歌區欣欣街二棟３號四樓,31.68,,鄉村區,乙種建築用地,1101119,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,79.1,3,2,2,有,無,4020000,50822,,0.0,0,其他增建有陽台加窗陽台外推；其他增建；,RPWPMLTKJIGGFIF76DA,79.1,0.0,0.0,無,0504
鶯歌區,土地,鳳鳴段271地號,458.17,住,,,1101110,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,72070000,157300,,0.0,0,,RPTOMLPLJIGGFIF68DA,0.0,0.0,0.0,無,
永和區,房地(土地+建物),新北市永和區文化路１１３巷２２號五樓,18.77,都市：其他:道路用地,,,1101014,土地3建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,1090622,76.49000000000001,2,1,1,有,有,13000000,169957,,0.0,0,,RPTPMLPKKIGGFHF68DA,30.1,10.74,0.0,有,0505
中和區,房地(土地+建物),新北市中和區景平路２７９之５號五樓,25.34,住,,,1101104,土地1建物1車位0,五層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691129,92.04,3,2,2,有,無,12600000,136897,,0.0,0,頂樓加蓋；未登記建物；,RPQRMLPKKIGGFHF58DA,92.04,0.0,0.0,無,0506
三峽區,房地(土地+建物),新北市三峽區民權街２００號七樓之２,10.05,住,,,1101114,土地1建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860508,102.78999999999999,3,2,1,有,有,7200000,70046,,0.0,0,陽台外推；,RPRPMLNJKIGGFIF28DA,73.03,16.94,0.0,有,
樹林區,房地(土地+建物),新北市樹林區東順街８２之１號,4122.54,工,,,1100730,土地5建物7車位0,全,二層,透天厝,工業用,加強磚造,,6261.04,0,0,0,無,有,404460000,64599,,0.0,0,土地售價為參億陸仟柒佰捌拾陸萬元整；建物售價為參仟陸佰陸拾萬元整,RPXQMLMJKIGGFIF88DA,5533.54,500.7,0.0,有,
三峽區,土地,十三添一段1401地號,1436.01,,一般農業區,農牧用地,1101201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,40000000,27855,,0.0,0,未登記建物；含租約；,RPVRMLMJKIGGFIF78DA,0.0,0.0,0.0,無,
樹林區,房地(土地+建物)+車位,新北市樹林區佳園路一段１４１號四樓,30.91,住,,,1101115,土地1建物1車位1,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961210,152.92000000000002,3,2,2,有,有,12000000,78472,坡道平面,26.46,0,陽台外推；其他增建；,RPQOMLNKKIGGFIF18DA,66.16,8.72,0.0,有,
樹林區,土地,東山段243地號,186.38,工,,,1101018,土地6建物0車位0,,,其他,,,,0.0,0,0,0,有,無,16900000,90675,,0.0,0,,RPQPMLKKKIGGFIF97DA,0.0,0.0,0.0,無,
鶯歌區,房地(土地+建物),新北市鶯歌區大湖路４６８巷７弄１９號四樓,35.35,,一般農業區,甲種建築用地,1101112,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690825,91.7,3,1,1,有,無,3000000,32715,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；其他增建；,RPSPMLOKKIGGFIF58DA,78.95,12.75,0.0,無,
三峽區,房地(土地+建物),新北市三峽區民族街１４７號十樓,12.53,住,,,1101126,土地1建物1車位0,十層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830523,88.82,2,1,1,有,有,5000000,56294,,0.0,0,,RPQQMLOKKIGGFIF48DA,66.79,8.03,0.0,有,
樹林區,房地(土地+建物)+車位,新北市樹林區學勤路６６３號十樓,19.43,住,,,1101109,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970303,151.72,3,2,2,有,有,15060000,99262,坡道平面,33.2,0,陽台外推；,RPTPMLNKKIGGFIF58DA,74.93,11.09,0.0,有,
樹林區,房地(土地+建物)+車位,新北市樹林區備內街１巷２０號十一樓,60.55,工,,,1100519,土地1建物1車位3,十一層,十四層,住宅大樓(11層含以上有電梯),工業用,鋼筋混凝土造,1090421,347.12,0,0,0,無,有,23500000,76072,坡道平面,99.33,4650000,,RPTNMLPKKIGGFIF58DA,153.46,12.13,0.0,有,
土城區,房地(土地+建物),新北市土城區立德路７４巷６號八樓,11.74,住,,,1101114,土地1建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830617,93.75,2,2,1,有,有,12000000,128000,,0.0,0,陽台外推；其他增建；,RPPQMLKKKIGGFAF27EA,67.19,13.62,0.0,有,
三峽區,房地(土地+建物),新北市三峽區永安街８６號四樓,11.18,住,,,1101102,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0791217,70.53,2,1,1,有,有,5200000,73727,,0.0,0,陽台外推；,RPUQMLOKKIGGFIF88DA,57.71,2.68,0.0,有,
板橋區,房地(土地+建物)+車位,新北市板橋區藝文街１９７號十樓,13.41,住,,,1101113,土地1建物1車位1,十層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100127,115.89,2,1,1,有,有,14730000,161995,坡道平面,36.69,1900000,,RPSOMLNKKIGGFAF67EA,43.97,8.23,0.0,有,0507
土城區,房地(土地+建物),新北市土城區學府路一段９８巷２０號四樓,8.14,住,,,1101115,土地1建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821122,58.629999999999995,2,2,1,有,有,7300000,124510,,0.0,0,陽台外推；,RPQQMLPKKIGGFAF87EA,42.79,6.18,0.0,有,
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路１８６號十樓,5.87,商,,,1101206,土地1建物1車位1,十層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071227,99.42,2,2,1,有,有,14180000,166257,坡道平面,26.16,2000000,,RPSRMLPKKIGGFAF18EA,42.73,6.72,0.0,有,0508
新莊區,房地(土地+建物),新北市新莊區新北大道二段２４５號二樓,14.28,住,,,1101031,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030827,75.17,2,2,1,有,有,11600000,154317,,0.0,0,,RPWRMLPKKIGGFBF68EA,44.06,6.29,0.0,有,0509
林口區,房地(土地+建物)+車位,新北市林口區惠民街４７號,44.45,住,,,1101019,土地1建物1車位3,一層,七層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,1060920,196.35,0,0,0,無,有,25700000,183160,坡道平面,83.88,5100000,,RPSSMLPKKIGGFBF38EA,65.79,7.2,0.0,有,
林口區,房地(土地+建物)+車位,新北市林口區惠民街４９號,47.49,住,,,1101019,土地1建物1車位2,一層,七層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,1060920,175.73,0,0,0,無,有,23800000,168600,坡道平面,55.92,3600000,,RPOTMLPKKIGGFBF08EA,70.68,7.2,0.0,有,
林口區,房地(土地+建物)+車位,新北市林口區仁愛路一段２９０巷１２號五樓之五,14.46,商,,,1101116,土地2建物1車位1,五層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1020201,109.46000000000001,2,2,1,有,有,8350000,74293,坡道機械,13.22,1200000,,RPQQMLQKKIGGFBF08EA,62.6,6.66,0.0,有,0510
五股區,房地(土地+建物)+車位,新北市五股區成泰路一段２之１７號九樓,15.77,住,,,1101106,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931118,160.8,4,2,2,有,有,14500000,94614,坡道平面,23.4,1500000,陽台外推；其他增建；,RPRQMLQKKIGGFBF18EA,88.1,16.75,0.0,有,0511
新莊區,土地,青山段428地號,91.74,都市：其他:醫院用地,,,1101101,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1600000,17441,,0.0,0,,RPOQMLPKKIGGFBF77EA,0.0,0.0,0.0,無,
林口區,房地(土地+建物),新北市林口區麗園一街９巷３號九樓之三,44.13,住,,,1101108,土地1建物1車位0,九層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840411,174.29000000000002,3,2,2,有,有,8600000,49346,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVQMLPKKIGGFBF48EA,105.35,11.23,0.0,有,
新莊區,房地(土地+建物),新北市新莊區龍安路３０號,8.8,住,,,1101114,土地1建物1車位0,一層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0971128,77.22,1,2,1,有,有,9400000,121730,,0.0,0,陽台外推；其他增建；,RPSRMLPKKIGGFBF28EA,45.8,5.2,0.0,有,0512
五股區,房地(土地+建物)+車位,新北市五股區芳洲路６１號十樓,30.02,住,,,1101122,土地1建物1車位1,十層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040225,189.66000000000003,3,1,2,有,有,14500000,76453,升降平面,32.02,0,,RPSSMLOKKIGGFBF28EA,89.04,16.58,0.0,有,0513
五股區,土地,福德段716地號,168.72,都市：其他:保護區,,,1101125,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2080000,12328,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPUQMLOKKIGGFBF28EA,0.0,0.0,0.0,無,
新店區,房地(土地+建物)+車位,新北市新店區文中路５８號三樓之１,10.64,住,,,1090515,土地1建物1車位1,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1100917,85.41999999999999,2,2,1,有,有,10400000,136620,升降機械,18.08,1200000,預售屋、或土地及建物分件登記案件；,RPPQMLNKKIGGFCF77EA,39.8,5.57,0.0,有,
新店區,房地(土地+建物)+車位,新北市新店區文中路５８號十二樓,14.07,住,,,1090324,土地1建物1車位1,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1100917,108.24000000000001,0,0,0,無,有,14000000,141970,升降機械,18.08,1200000,預售屋、或土地及建物分件登記案件；,RPQQMLNKKIGGFCF87EA,50.89,9.85,0.0,有,
新店區,房地(土地+建物)+車位,新北市新店區梅崗一路９號,315.02,都市：其他:保安保護區,,,1101110,土地1建物1車位1,一層，二層，見其他登記事項,三層,公寓(5樓含以下無電梯),住家用,加強磚造,0680626,195.54,3,2,2,有,有,30960000,158331,其他,0.0,0,,RPPQMLPKKIGGFCF97EA,195.54,0.0,0.0,無,
新店區,房地(土地+建物)+車位,新北市新店區達觀路１４巷６號三樓之六,48.81,,山坡地保育區,丙種建築用地,1101029,土地2建物1車位1,三層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850710,148.7,3,2,2,有,有,9150000,61533,坡道平面,0.0,0,陽台外推；,RPWOMLPKKIGGFCF48EA,78.61,14.12,0.0,有,
新店區,房地(土地+建物)+車位,新北市新店區建國路１２８巷３號,11.93,住,,,1101123,土地4建物1車位1,一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881229,94.94,2,2,1,有,有,16500000,191214,坡道機械,17.54,1700000,陽台外推；其他增建；,RPPPMLPKKIGGFCF87EA,66.1,5.03,0.0,有,
新店區,房地(土地+建物)+車位,新北市新店區達觀路１４巷６號十樓之七,36.5,,山坡地保育區,丙種建築用地,1101120,土地2建物1車位1,十層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850710,104.58,2,2,1,有,有,7000000,66934,坡道平面,0.0,0,,RPROMLQKKIGGFCF08EA,51.88,4.76,0.0,有,0514
汐止區,房地(土地+建物),新北市汐止區汐萬路三段１９９巷３０弄１８號,244.0,,山坡地保育區,丙種建築用地,1101121,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0720205,155.71,4,2,3,有,有,12500000,80277,,0.0,0,空地增建陽台外推；其他增建；,RPPNMLPKKIGGFDF77EA,126.68,29.03,0.0,無,
汐止區,房地(土地+建物),新北市汐止區大同路二段５０８號七樓,12.51,住,,,1101121,土地1建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000830,108.22999999999999,2,2,2,有,有,14500000,133974,,0.0,0,,RPQOMLPKKIGGFDF97EA,63.82,18.06,0.0,有,0515
汐止區,房地(土地+建物)+車位,新北市汐止區大同路二段５３６號,94.0,住,,,1101017,土地1建物1車位1,一層，二層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,0380201,168.96,3,2,2,有,無,43800000,259233,一樓平面,0.0,0,,RPOPMLPKKIGGFDF87EA,168.96,0.0,0.0,無,
汐止區,土地,同新段530地號,240.11,,山坡地保育區,農牧用地,1101213,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1200095,4998,,0.0,0,地清或未辦繼承標售；,RPROMLQKKIGGFDF18EA,0.0,0.0,0.0,無,
汐止區,房地(土地+建物),新北市汐止區大同路一段３０２巷３０號,115.41,工,,,1100910,土地1建物1車位0,全,二層,透天厝,工商用,鋼筋混凝土造,0760703,193.86,5,3,4,有,無,31500000,162488,,0.0,0,增建3、4樓，法定空地增建含土地增值稅或其他稅費；含仲介費；頂樓加蓋；,RPPPMLOKKIGGFDF87EA,156.74,37.12,0.0,無,
萬里區,土地,頂萬里加投段崁腳小段125地號,34.5,,山坡地保育區,農牧用地,1101213,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,42000,1217,,0.0,0,地清或未辦繼承標售；,RPVOMLOKKIGGFDF38EA,0.0,0.0,0.0,無,
淡水區,房地(土地+建物),新北市淡水區坪頂路５２巷８號十一樓,19.94,住,,,1101128,土地1建物1車位0,十一層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001103,106.09,2,2,1,有,有,9450000,89075,,0.0,0,,RPWNMLOKKIGGFEF48EA,68.36,5.56,0.0,有,0516
八里區,房地(土地+建物)+車位,新北市八里區商港三路８５號九樓,19.37,商,,,1101020,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100506,179.57999999999998,3,2,2,有,無,10230000,61880,坡道平面,34.46,1250000,,RPSRMLNKKIGGFEF38EA,87.87,14.18,0.0,有,
八里區,房地(土地+建物)+車位,新北市八里區龍米路一段３０８號十一樓之６,8.37,住,,,1101105,土地1建物1車位1,十一層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011119,123.59,1,1,1,有,有,8660000,70070,坡道平面,0.0,0,含裝潢費；含傢俱設備費；,RPQOMLPKKIGGFEF08EA,45.89,10.37,0.0,有,
八里區,房地(土地+建物)+車位,新北市八里區龍米路一段３０８號十一樓之７,8.37,住,,,1101105,土地1建物1車位1,十一層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011119,124.41,1,1,1,有,有,8670000,69689,坡道平面,0.0,0,含裝潢費；含傢俱設備費；,RPTOMLPKKIGGFEF38EA,45.89,10.37,0.0,有,
八里區,房地(土地+建物),新北市八里區中華路二段５５６號九樓,13.03,住,,,1101109,土地1建物1車位0,九層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840715,119.97,3,2,2,有,有,6520000,54347,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWPMLPKKIGGFEF78EA,74.69,12.79,0.0,有,
八里區,房地(土地+建物)+車位,新北市八里區龍米路一段３０８號十一樓之８,8.37,住,,,1101105,土地1建物1車位1,十一層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011119,124.41,1,1,1,有,有,8670000,69689,坡道平面,0.0,0,含裝潢費；含傢俱設備費；,RPPQMLPKKIGGFEF18EA,45.89,10.37,0.0,有,
淡水區,房地(土地+建物)+車位,新北市淡水區北新路１６９巷４２號十四樓,8.71,住,,,1101121,土地2建物1車位1,十四層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851228,61.449999999999996,1,1,1,有,有,4650000,75671,坡道機械,6.96,0,陽台外推；,RPWNMLQKKIGGFEF68EA,34.62,5.93,0.0,有,0517
三重區,房地(土地+建物),新北市三重區車路頭街１１７巷４９號,12.1,住,,,1101107,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0820205,40.8,3,1,1,有,無,4660000,114216,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLPKKIGGFGF08EA,35.19,4.38,0.0,無,
三重區,房地(土地+建物),新北市三重區力行路二段１３６巷４９弄２號三樓,23.2,住,,,1101113,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700903,94.0,7,0,7,有,無,12500000,132979,,0.0,0,其他增建；,RPQNMLPKKIGGFGF18EA,87.0,7.0,0.0,無,
三重區,土地,仁愛段2437地號,66.17,工,,,1101208,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9000000,136013,,0.0,0,建物無保存登記,RPRNMLPKKIGGFGF28EA,0.0,0.0,0.0,無,0518
三重區,土地,仁愛段2437地號,66.17,工,,,1101208,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9000000,136013,,0.0,0,建物無保存登記,RPSNMLPKKIGGFGF38EA,0.0,0.0,0.0,無,0518
三重區,房地(土地+建物),新北市三重區成功路５０巷１８號五樓,12.82,住,,,1101107,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970922,87.38,2,2,1,有,有,13800000,157931,,0.0,0,陽台外推；其他增建；,RPTNMLPKKIGGFGF48EA,57.05,8.4,0.0,有,0520
蘆洲區,房地(土地+建物),新北市蘆洲區光榮路１２０巷１７號二樓,39.73,住,,,1100924,土地1建物1車位0,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0920811,111.73,3,2,2,有,無,15300000,136937,,0.0,0,陽台外推；其他增建；,RPXNMLPKKIGGFGF88EA,75.13,11.3,0.0,有,
三重區,房地(土地+建物),新北市三重區三民街２７２巷２號三樓,21.82,都市：其他:住宅區,,,1101116,土地2建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830827,138.05,4,1,2,有,有,17000000,123144,,0.0,0,,RPSPMLOKKIGGFGF48EA,106.56,12.41,0.0,有,
三重區,房地(土地+建物),新北市三重區捷運路１１號十七樓之四,8.84,住,,,1101007,土地1建物1車位0,十七層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0860616,116.25,2,1,1,有,有,15800000,135914,,0.0,0,,RPVPMLPKKIGGFGF88EA,87.75,11.73,0.0,有,
三重區,房地(土地+建物),新北市三重區慈愛街９號六樓之六,17.29,住,,,1101206,土地1建物1車位0,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030425,131.16,3,2,2,有,有,17500000,133425,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLOKKIGGFGF08EA,77.62,14.4,0.0,有,0521
